Date,Time,Stock Name,Last Traded Quantity
22/04/24,9:16:03,ABC,8758
22/04/24,9:16:04,ABC,0
22/04/24,9:16:05,ABC,0
22/04/24,9:16:06,ABC,2225
22/04/24,9:16:07,ABC,962
22/04/24,9:16:08,ABC,711
22/04/24,9:16:09,ABC,1965
22/04/24,9:16:10,ABC,1746
22/04/24,9:16:11,ABC,412
22/04/24,9:16:12,ABC,1562
22/04/24,9:16:13,ABC,1073
22/04/24,9:16:14,ABC,1261
22/04/24,9:16:15,ABC,21
22/04/24,9:16:16,ABC,1799
22/04/24,9:16:17,ABC,2955
22/04/24,9:16:18,ABC,1580
22/04/24,9:16:19,ABC,650
22/04/24,9:16:20,ABC,1191
22/04/24,9:16:21,ABC,1040
22/04/24,9:16:22,ABC,1534
22/04/24,9:16:23,ABC,1137
22/04/24,9:16:24,ABC,767
22/04/24,9:16:25,ABC,1654
22/04/24,9:16:26,ABC,288
22/04/24,9:16:27,ABC,260
22/04/24,9:16:28,ABC,2904
22/04/24,9:16:29,ABC,3685
22/04/24,9:16:30,ABC,1218
22/04/24,9:16:31,ABC,1388
22/04/24,9:16:32,ABC,4377
22/04/24,9:16:33,ABC,680
22/04/24,9:16:34,ABC,524
22/04/24,9:16:35,ABC,1495
22/04/24,9:16:36,ABC,205
22/04/24,9:16:37,ABC,7470
22/04/24,9:16:38,ABC,150
22/04/24,9:16:39,ABC,623
22/04/24,9:16:40,ABC,176
22/04/24,9:16:41,ABC,536
22/04/24,9:16:42,ABC,1052
22/04/24,9:16:43,ABC,1548
22/04/24,9:16:44,ABC,316
22/04/24,9:16:45,ABC,2655
22/04/24,9:16:46,ABC,1915
22/04/24,9:16:47,ABC,716
22/04/24,9:16:48,ABC,2325
22/04/24,9:16:49,ABC,1000
22/04/24,9:16:50,ABC,105
22/04/24,9:16:51,ABC,104
22/04/24,9:16:52,ABC,1056
22/04/24,9:16:53,ABC,15
22/04/24,9:16:54,ABC,1189
22/04/24,9:16:55,ABC,200
22/04/24,9:16:56,ABC,57
22/04/24,9:16:57,ABC,366
22/04/24,9:16:58,ABC,150
22/04/24,9:16:59,ABC,40
22/04/24,9:17:00,ABC,212
22/04/24,9:17:01,ABC,1711
22/04/24,9:17:02,ABC,101
22/04/24,9:17:03,ABC,560
22/04/24,9:17:04,ABC,5564
22/04/24,9:17:05,ABC,0
22/04/24,9:17:06,ABC,480
22/04/24,9:17:07,ABC,51
22/04/24,9:17:08,ABC,0
22/04/24,9:17:09,ABC,1386
22/04/24,9:17:10,ABC,322
22/04/24,9:17:11,ABC,5925
22/04/24,9:17:12,ABC,4280
22/04/24,9:17:13,ABC,743
22/04/24,9:17:14,ABC,99
22/04/24,9:17:15,ABC,0
22/04/24,9:17:16,ABC,657
22/04/24,9:17:17,ABC,3606
22/04/24,9:17:18,ABC,1338
22/04/24,9:17:19,ABC,727
22/04/24,9:17:20,ABC,1860
22/04/24,9:17:21,ABC,1198
22/04/24,9:17:22,ABC,1275
22/04/24,9:17:23,ABC,2263
22/04/24,9:17:24,ABC,1673
22/04/24,9:17:25,ABC,965
22/04/24,9:17:26,ABC,1886
22/04/24,9:17:27,ABC,1011
22/04/24,9:17:28,ABC,540
22/04/24,9:17:29,ABC,351
22/04/24,9:17:30,ABC,11136
22/04/24,9:17:31,ABC,40
22/04/24,9:17:32,ABC,2604
22/04/24,9:17:33,ABC,520
22/04/24,9:17:34,ABC,378
22/04/24,9:17:35,ABC,862
22/04/24,9:17:36,ABC,1090
22/04/24,9:17:37,ABC,660
22/04/24,9:17:38,ABC,135
22/04/24,9:17:39,ABC,824
22/04/24,9:17:40,ABC,767
22/04/24,9:17:41,ABC,285
22/04/24,9:17:42,ABC,5992
22/04/24,9:17:43,ABC,116
22/04/24,9:17:44,ABC,1275
22/04/24,9:17:45,ABC,521
22/04/24,9:17:46,ABC,754
22/04/24,9:17:47,ABC,429
22/04/24,9:17:48,ABC,7
22/04/24,9:17:49,ABC,1307
22/04/24,9:17:50,ABC,310
22/04/24,9:17:51,ABC,2097
22/04/24,9:17:52,ABC,182
22/04/24,9:17:53,ABC,17
22/04/24,9:17:54,ABC,310
22/04/24,9:17:55,ABC,321
22/04/24,9:17:56,ABC,1042
22/04/24,9:17:57,ABC,220
22/04/24,9:17:58,ABC,11896
22/04/24,9:17:59,ABC,1360
22/04/24,9:18:00,ABC,16
22/04/24,9:18:01,ABC,2070
22/04/24,9:18:02,ABC,286
22/04/24,9:18:03,ABC,22037
22/04/24,9:18:04,ABC,399
22/04/24,9:18:05,ABC,4147
22/04/24,9:18:06,ABC,0
22/04/24,9:18:07,ABC,1760
22/04/24,9:18:08,ABC,318
22/04/24,9:18:09,ABC,340
22/04/24,9:18:10,ABC,124
22/04/24,9:18:11,ABC,291
22/04/24,9:18:12,ABC,222
22/04/24,9:18:13,ABC,100
22/04/24,9:18:14,ABC,1264
22/04/24,9:18:15,ABC,1422
22/04/24,9:18:16,ABC,487
22/04/24,9:18:17,ABC,379
22/04/24,9:18:18,ABC,1052
22/04/24,9:18:19,ABC,296
22/04/24,9:18:20,ABC,435
22/04/24,9:18:21,ABC,514
22/04/24,9:18:22,ABC,55
22/04/24,9:18:23,ABC,4607
22/04/24,9:18:24,ABC,531
22/04/24,9:18:25,ABC,1239
22/04/24,9:18:26,ABC,581
22/04/24,9:18:27,ABC,541
22/04/24,9:18:28,ABC,400
22/04/24,9:18:29,ABC,321
22/04/24,9:18:30,ABC,1128
22/04/24,9:18:31,ABC,1631
22/04/24,9:18:32,ABC,859
22/04/24,9:18:33,ABC,1017
22/04/24,9:18:34,ABC,476
22/04/24,9:18:35,ABC,632
22/04/24,9:18:36,ABC,1761
22/04/24,9:18:37,ABC,528
22/04/24,9:18:38,ABC,1054
22/04/24,9:18:39,ABC,360
22/04/24,9:18:40,ABC,593
22/04/24,9:18:41,ABC,3529
22/04/24,9:18:42,ABC,370
22/04/24,9:18:43,ABC,4248
22/04/24,9:18:44,ABC,2526
22/04/24,9:18:45,ABC,278
22/04/24,9:18:46,ABC,479
22/04/24,9:18:47,ABC,140
22/04/24,9:18:48,ABC,736
22/04/24,9:18:49,ABC,309
22/04/24,9:18:50,ABC,453
22/04/24,9:18:51,ABC,770
22/04/24,9:18:52,ABC,72
22/04/24,9:18:53,ABC,732
22/04/24,9:18:54,ABC,252
22/04/24,9:18:55,ABC,100
22/04/24,9:18:56,ABC,701
22/04/24,9:18:57,ABC,1694
22/04/24,9:18:58,ABC,846
22/04/24,9:18:59,ABC,823
22/04/24,9:19:00,ABC,493
22/04/24,9:19:01,ABC,530
22/04/24,9:19:02,ABC,470
22/04/24,9:19:03,ABC,328
22/04/24,9:19:04,ABC,157
22/04/24,9:19:05,ABC,0
22/04/24,9:19:06,ABC,132
22/04/24,9:19:07,ABC,5
22/04/24,9:19:08,ABC,4672
22/04/24,9:19:09,ABC,249
22/04/24,9:19:10,ABC,4714
22/04/24,9:19:11,ABC,849
22/04/24,9:19:12,ABC,1358
22/04/24,9:19:13,ABC,13909
22/04/24,9:19:14,ABC,450
22/04/24,9:19:15,ABC,968
22/04/24,9:19:16,ABC,128
22/04/24,9:19:17,ABC,220
22/04/24,9:19:18,ABC,295
22/04/24,9:19:19,ABC,3
22/04/24,9:19:20,ABC,27
22/04/24,9:19:21,ABC,122
22/04/24,9:19:22,ABC,239
22/04/24,9:19:23,ABC,560
22/04/24,9:19:24,ABC,683
22/04/24,9:19:25,ABC,230
22/04/24,9:19:26,ABC,1522
22/04/24,9:19:27,ABC,772
22/04/24,9:19:28,ABC,2716
22/04/24,9:19:29,ABC,100
22/04/24,9:19:30,ABC,592
22/04/24,9:19:31,ABC,108
22/04/24,9:19:32,ABC,8279
22/04/24,9:19:33,ABC,750
22/04/24,9:19:34,ABC,0
22/04/24,9:19:35,ABC,4105
22/04/24,9:19:36,ABC,281
22/04/24,9:19:37,ABC,323
22/04/24,9:19:38,ABC,20
22/04/24,9:19:39,ABC,1336
22/04/24,9:19:40,ABC,21
22/04/24,9:19:41,ABC,48
22/04/24,9:19:42,ABC,113
22/04/24,9:19:43,ABC,425
22/04/24,9:19:44,ABC,355
22/04/24,9:19:45,ABC,730
22/04/24,9:19:46,ABC,105
22/04/24,9:19:47,ABC,1
22/04/24,9:19:48,ABC,2450
22/04/24,9:19:49,ABC,20
22/04/24,9:19:50,ABC,24
22/04/24,9:19:51,ABC,39
22/04/24,9:19:52,ABC,115
22/04/24,9:19:53,ABC,54
22/04/24,9:19:54,ABC,406
22/04/24,9:19:55,ABC,100
22/04/24,9:19:56,ABC,3
22/04/24,9:19:57,ABC,2486
22/04/24,9:19:58,ABC,250
22/04/24,9:19:59,ABC,10
22/04/24,9:20:00,ABC,7
22/04/24,9:20:01,ABC,6
22/04/24,9:20:02,ABC,198
22/04/24,9:20:03,ABC,203
22/04/24,9:20:04,ABC,143
22/04/24,9:20:05,ABC,0
22/04/24,9:20:06,ABC,216
22/04/24,9:20:07,ABC,0
22/04/24,9:20:08,ABC,210
22/04/24,9:20:09,ABC,353
22/04/24,9:20:10,ABC,6
22/04/24,9:20:11,ABC,3492
22/04/24,9:20:12,ABC,813
22/04/24,9:20:13,ABC,2160
22/04/24,9:20:14,ABC,527
22/04/24,9:20:15,ABC,300
22/04/24,9:20:16,ABC,237
22/04/24,9:20:17,ABC,4486
22/04/24,9:20:18,ABC,0
22/04/24,9:20:19,ABC,578
22/04/24,9:20:20,ABC,571
22/04/24,9:20:21,ABC,4902
22/04/24,9:20:22,ABC,9292
22/04/24,9:20:23,ABC,111
22/04/24,9:20:24,ABC,10
22/04/24,9:20:25,ABC,4331
22/04/24,9:20:26,ABC,540
22/04/24,9:20:27,ABC,567
22/04/24,9:20:28,ABC,0
22/04/24,9:20:29,ABC,510
22/04/24,9:20:30,ABC,8
22/04/24,9:20:31,ABC,238
22/04/24,9:20:32,ABC,80
22/04/24,9:20:33,ABC,177
22/04/24,9:20:34,ABC,1011
22/04/24,9:20:35,ABC,5
22/04/24,9:20:36,ABC,0
22/04/24,9:20:37,ABC,16460
22/04/24,9:20:38,ABC,971
22/04/24,9:20:39,ABC,4054
22/04/24,9:20:40,ABC,112
22/04/24,9:20:41,ABC,113
22/04/24,9:20:42,ABC,2
22/04/24,9:20:43,ABC,199
22/04/24,9:20:44,ABC,38
22/04/24,9:20:45,ABC,517
22/04/24,9:20:46,ABC,0
22/04/24,9:20:47,ABC,5501
22/04/24,9:20:48,ABC,16506
22/04/24,9:20:49,ABC,1
22/04/24,9:20:50,ABC,3798
22/04/24,9:20:51,ABC,285
22/04/24,9:20:52,ABC,1448
22/04/24,9:20:53,ABC,293
22/04/24,9:20:54,ABC,1353
22/04/24,9:20:55,ABC,935
22/04/24,9:20:56,ABC,134
22/04/24,9:20:57,ABC,420
22/04/24,9:20:58,ABC,2209
22/04/24,9:20:59,ABC,46
22/04/24,9:21:00,ABC,289
22/04/24,9:21:01,ABC,383
22/04/24,9:21:02,ABC,125
22/04/24,9:21:03,ABC,383
22/04/24,9:21:04,ABC,0
22/04/24,9:21:05,ABC,53
22/04/24,9:21:06,ABC,525
22/04/24,9:21:07,ABC,57
22/04/24,9:21:08,ABC,236
22/04/24,9:21:09,ABC,103
22/04/24,9:21:10,ABC,286
22/04/24,9:21:11,ABC,1
22/04/24,9:21:12,ABC,163
22/04/24,9:21:13,ABC,397
22/04/24,9:21:14,ABC,434
22/04/24,9:21:15,ABC,48
22/04/24,9:21:16,ABC,250
22/04/24,9:21:17,ABC,110
22/04/24,9:21:18,ABC,669
22/04/24,9:21:19,ABC,126
22/04/24,9:21:20,ABC,94
22/04/24,9:21:21,ABC,229
22/04/24,9:21:22,ABC,230
22/04/24,9:21:23,ABC,405
22/04/24,9:21:24,ABC,0
22/04/24,9:21:25,ABC,60
22/04/24,9:21:26,ABC,31
22/04/24,9:21:27,ABC,1031
22/04/24,9:21:28,ABC,350
22/04/24,9:21:29,ABC,504
22/04/24,9:21:30,ABC,298
22/04/24,9:21:31,ABC,320
22/04/24,9:21:32,ABC,20
22/04/24,9:21:33,ABC,1769
22/04/24,9:21:34,ABC,70
22/04/24,9:21:35,ABC,0
22/04/24,9:21:36,ABC,323
22/04/24,9:21:37,ABC,1
22/04/24,9:21:38,ABC,233
22/04/24,9:21:39,ABC,566
22/04/24,9:21:40,ABC,190
22/04/24,9:21:41,ABC,157
22/04/24,9:21:42,ABC,0
22/04/24,9:21:43,ABC,411
22/04/24,9:21:44,ABC,0
22/04/24,9:21:45,ABC,1176
22/04/24,9:21:46,ABC,0
22/04/24,9:21:47,ABC,11
22/04/24,9:21:48,ABC,2
22/04/24,9:21:49,ABC,0
22/04/24,9:21:50,ABC,75
22/04/24,9:21:51,ABC,0
22/04/24,9:21:52,ABC,527
22/04/24,9:21:53,ABC,25
22/04/24,9:21:54,ABC,34
22/04/24,9:21:55,ABC,3818
22/04/24,9:21:56,ABC,10
22/04/24,9:21:57,ABC,105
22/04/24,9:21:58,ABC,236
22/04/24,9:21:59,ABC,25
22/04/24,9:22:00,ABC,10
22/04/24,9:22:01,ABC,1451
22/04/24,9:22:02,ABC,82
22/04/24,9:22:03,ABC,86
22/04/24,9:22:04,ABC,1
22/04/24,9:22:05,ABC,56
22/04/24,9:22:06,ABC,5
22/04/24,9:22:07,ABC,100
22/04/24,9:22:08,ABC,28
22/04/24,9:22:09,ABC,2025
22/04/24,9:22:10,ABC,174
22/04/24,9:22:11,ABC,519
22/04/24,9:22:12,ABC,81
22/04/24,9:22:13,ABC,245
22/04/24,9:22:14,ABC,55
22/04/24,9:22:15,ABC,561
22/04/24,9:22:16,ABC,100
22/04/24,9:22:17,ABC,220
22/04/24,9:22:18,ABC,420
22/04/24,9:22:19,ABC,58
22/04/24,9:22:20,ABC,0
22/04/24,9:22:21,ABC,170
22/04/24,9:22:22,ABC,56
22/04/24,9:22:23,ABC,143
22/04/24,9:22:24,ABC,586
22/04/24,9:22:25,ABC,41
22/04/24,9:22:26,ABC,80
22/04/24,9:22:27,ABC,15
22/04/24,9:22:28,ABC,15
22/04/24,9:22:29,ABC,1120
22/04/24,9:22:30,ABC,45
22/04/24,9:22:31,ABC,9
22/04/24,9:22:32,ABC,0
22/04/24,9:22:33,ABC,500
22/04/24,9:22:34,ABC,99
22/04/24,9:22:35,ABC,400
22/04/24,9:22:36,ABC,108
22/04/24,9:22:37,ABC,0
22/04/24,9:22:38,ABC,230
22/04/24,9:22:39,ABC,25
22/04/24,9:22:40,ABC,55
22/04/24,9:22:41,ABC,2
22/04/24,9:22:42,ABC,52
22/04/24,9:22:43,ABC,1061
22/04/24,9:22:44,ABC,20
22/04/24,9:22:45,ABC,88
22/04/24,9:22:46,ABC,0
22/04/24,9:22:47,ABC,5
22/04/24,9:22:48,ABC,1060
22/04/24,9:22:49,ABC,205
22/04/24,9:22:50,ABC,0
22/04/24,9:22:51,ABC,101
22/04/24,9:22:52,ABC,33
22/04/24,9:22:53,ABC,174
22/04/24,9:22:54,ABC,27
22/04/24,9:22:55,ABC,211
22/04/24,9:22:56,ABC,750
22/04/24,9:22:57,ABC,49
22/04/24,9:22:58,ABC,50
22/04/24,9:22:59,ABC,0
22/04/24,9:23:00,ABC,1
22/04/24,9:23:01,ABC,10
22/04/24,9:23:02,ABC,0
22/04/24,9:23:03,ABC,955
22/04/24,9:23:04,ABC,29424
22/04/24,9:23:05,ABC,694
22/04/24,9:23:06,ABC,1356
22/04/24,9:23:07,ABC,456
22/04/24,9:23:08,ABC,40
22/04/24,9:23:09,ABC,0
22/04/24,9:23:10,ABC,323
22/04/24,9:23:11,ABC,196
22/04/24,9:23:12,ABC,0
22/04/24,9:23:13,ABC,2651
22/04/24,9:23:14,ABC,87
22/04/24,9:23:15,ABC,2919
22/04/24,9:23:16,ABC,30
22/04/24,9:23:17,ABC,0
22/04/24,9:23:18,ABC,26
22/04/24,9:23:19,ABC,259
22/04/24,9:23:20,ABC,101
22/04/24,9:23:21,ABC,1451
22/04/24,9:23:22,ABC,211
22/04/24,9:23:23,ABC,200
22/04/24,9:23:24,ABC,125
22/04/24,9:23:25,ABC,65
22/04/24,9:23:26,ABC,109
22/04/24,9:23:27,ABC,409
22/04/24,9:23:28,ABC,111
22/04/24,9:23:29,ABC,1
22/04/24,9:23:30,ABC,1029
22/04/24,9:23:31,ABC,0
22/04/24,9:23:32,ABC,50
22/04/24,9:23:33,ABC,350
22/04/24,9:23:34,ABC,0
22/04/24,9:23:35,ABC,0
22/04/24,9:23:36,ABC,25
22/04/24,9:23:37,ABC,25
22/04/24,9:23:38,ABC,536
22/04/24,9:23:39,ABC,108
22/04/24,9:23:40,ABC,198
22/04/24,9:23:41,ABC,86
22/04/24,9:23:42,ABC,160
22/04/24,9:23:43,ABC,0
22/04/24,9:23:44,ABC,21
22/04/24,9:23:45,ABC,1
22/04/24,9:23:46,ABC,366
22/04/24,9:23:47,ABC,13
22/04/24,9:23:48,ABC,785
22/04/24,9:23:49,ABC,100
22/04/24,9:23:50,ABC,1083
22/04/24,9:23:51,ABC,56
22/04/24,9:23:52,ABC,100
22/04/24,9:23:53,ABC,25
22/04/24,9:23:54,ABC,168
22/04/24,9:23:55,ABC,101
22/04/24,9:23:56,ABC,14
22/04/24,9:23:57,ABC,0
22/04/24,9:23:58,ABC,109
22/04/24,9:23:59,ABC,0
22/04/24,9:24:00,ABC,702
22/04/24,9:24:01,ABC,140
22/04/24,9:24:02,ABC,133
22/04/24,9:24:03,ABC,80
22/04/24,9:24:04,ABC,971
22/04/24,9:24:05,ABC,0
22/04/24,9:24:06,ABC,489
22/04/24,9:24:07,ABC,25
22/04/24,9:24:08,ABC,10
22/04/24,9:24:09,ABC,118
22/04/24,9:24:10,ABC,150
22/04/24,9:24:11,ABC,15
22/04/24,9:24:12,ABC,3
22/04/24,9:24:13,ABC,0
22/04/24,9:24:14,ABC,1000
22/04/24,9:24:15,ABC,11195
22/04/24,9:24:16,ABC,170
22/04/24,9:24:17,ABC,170
22/04/24,9:24:18,ABC,102
22/04/24,9:24:19,ABC,20
22/04/24,9:24:20,ABC,12207
22/04/24,9:24:21,ABC,584
22/04/24,9:24:22,ABC,375
22/04/24,9:24:23,ABC,0
22/04/24,9:24:24,ABC,135
22/04/24,9:24:25,ABC,574
22/04/24,9:24:26,ABC,177
22/04/24,9:24:27,ABC,396
22/04/24,9:24:28,ABC,734
22/04/24,9:24:29,ABC,112
22/04/24,9:24:30,ABC,71
22/04/24,9:24:31,ABC,6
22/04/24,9:24:32,ABC,0
22/04/24,9:24:33,ABC,4125
22/04/24,9:24:34,ABC,66
22/04/24,9:24:35,ABC,29
22/04/24,9:24:36,ABC,307
22/04/24,9:24:37,ABC,483
22/04/24,9:24:38,ABC,10
22/04/24,9:24:39,ABC,22
22/04/24,9:24:40,ABC,148
22/04/24,9:24:41,ABC,55
22/04/24,9:24:42,ABC,33
22/04/24,9:24:43,ABC,244
22/04/24,9:24:44,ABC,136
22/04/24,9:24:45,ABC,120
22/04/24,9:24:46,ABC,55
22/04/24,9:24:47,ABC,0
22/04/24,9:24:48,ABC,0
22/04/24,9:24:49,ABC,0
22/04/24,9:24:50,ABC,15
22/04/24,9:24:51,ABC,0
22/04/24,9:24:52,ABC,150
22/04/24,9:24:53,ABC,200
22/04/24,9:24:54,ABC,0
22/04/24,9:24:55,ABC,115
22/04/24,9:24:56,ABC,0
22/04/24,9:24:57,ABC,10
22/04/24,9:24:58,ABC,0
22/04/24,9:24:59,ABC,6
22/04/24,9:25:00,ABC,0
22/04/24,9:25:01,ABC,2404
22/04/24,9:25:02,ABC,256
22/04/24,9:25:03,ABC,0
22/04/24,9:25:04,ABC,21
22/04/24,9:25:05,ABC,10
22/04/24,9:25:06,ABC,18
22/04/24,9:25:07,ABC,70
22/04/24,9:25:08,ABC,505
22/04/24,9:25:09,ABC,19
22/04/24,9:25:10,ABC,66
22/04/24,9:25:11,ABC,101
22/04/24,9:25:12,ABC,250
22/04/24,9:25:13,ABC,0
22/04/24,9:25:14,ABC,765
22/04/24,9:25:15,ABC,0
22/04/24,9:25:16,ABC,1400
22/04/24,9:25:17,ABC,2
22/04/24,9:25:18,ABC,135
22/04/24,9:25:19,ABC,102
22/04/24,9:25:20,ABC,505
22/04/24,9:25:21,ABC,10
22/04/24,9:25:22,ABC,311
22/04/24,9:25:23,ABC,8
22/04/24,9:25:24,ABC,0
22/04/24,9:25:25,ABC,51
22/04/24,9:25:26,ABC,0
22/04/24,9:25:27,ABC,10
22/04/24,9:25:28,ABC,500
22/04/24,9:25:29,ABC,10
22/04/24,9:25:30,ABC,196
22/04/24,9:25:31,ABC,30
22/04/24,9:25:32,ABC,952
22/04/24,9:25:33,ABC,1
22/04/24,9:25:34,ABC,47
22/04/24,9:25:35,ABC,100
22/04/24,9:25:36,ABC,7
22/04/24,9:25:37,ABC,71
22/04/24,9:25:38,ABC,10
22/04/24,9:25:39,ABC,0
22/04/24,9:25:40,ABC,671
22/04/24,9:25:41,ABC,1
22/04/24,9:25:42,ABC,180
22/04/24,9:25:43,ABC,501
22/04/24,9:25:44,ABC,11
22/04/24,9:25:45,ABC,3
22/04/24,9:25:46,ABC,0
22/04/24,9:25:47,ABC,26
22/04/24,9:25:48,ABC,8
22/04/24,9:25:49,ABC,0
22/04/24,9:25:50,ABC,0
22/04/24,9:25:51,ABC,100
22/04/24,9:25:52,ABC,100
22/04/24,9:25:53,ABC,163
22/04/24,9:25:54,ABC,0
22/04/24,9:25:55,ABC,150
22/04/24,9:25:56,ABC,131
22/04/24,9:25:57,ABC,126
22/04/24,9:25:58,ABC,0
22/04/24,9:25:59,ABC,5003
22/04/24,9:26:00,ABC,105
22/04/24,9:26:01,ABC,811
22/04/24,9:26:02,ABC,114
22/04/24,9:26:03,ABC,0
22/04/24,9:26:04,ABC,181
22/04/24,9:26:05,ABC,1181
22/04/24,9:26:06,ABC,175
22/04/24,9:26:07,ABC,268
22/04/24,9:26:08,ABC,26
22/04/24,9:26:09,ABC,511
22/04/24,9:26:10,ABC,40
22/04/24,9:26:11,ABC,237
22/04/24,9:26:12,ABC,1
22/04/24,9:26:13,ABC,55
22/04/24,9:26:14,ABC,200
22/04/24,9:26:15,ABC,21
22/04/24,9:26:16,ABC,358
22/04/24,9:26:17,ABC,110
22/04/24,9:26:18,ABC,15
22/04/24,9:26:19,ABC,200
22/04/24,9:26:20,ABC,595
22/04/24,9:26:21,ABC,250
22/04/24,9:26:22,ABC,580
22/04/24,9:26:23,ABC,184
22/04/24,9:26:24,ABC,284
22/04/24,9:26:25,ABC,879
22/04/24,9:26:26,ABC,68
22/04/24,9:26:27,ABC,2
22/04/24,9:26:28,ABC,210
22/04/24,9:26:29,ABC,25
22/04/24,9:26:30,ABC,160
22/04/24,9:26:31,ABC,30
22/04/24,9:26:32,ABC,11
22/04/24,9:26:33,ABC,78
22/04/24,9:26:34,ABC,768
22/04/24,9:26:35,ABC,3482
22/04/24,9:26:36,ABC,135
22/04/24,9:26:37,ABC,118
22/04/24,9:26:38,ABC,240
22/04/24,9:26:39,ABC,67
22/04/24,9:26:40,ABC,1704
22/04/24,9:26:41,ABC,25
22/04/24,9:26:42,ABC,65
22/04/24,9:26:43,ABC,45
22/04/24,9:26:44,ABC,10
22/04/24,9:26:45,ABC,0
22/04/24,9:26:46,ABC,1338
22/04/24,9:26:47,ABC,116
22/04/24,9:26:48,ABC,53
22/04/24,9:26:49,ABC,5
22/04/24,9:26:50,ABC,2
22/04/24,9:26:51,ABC,151
22/04/24,9:26:52,ABC,412
22/04/24,9:26:53,ABC,552
22/04/24,9:26:54,ABC,75
22/04/24,9:26:55,ABC,0
22/04/24,9:26:56,ABC,7
22/04/24,9:26:57,ABC,41
22/04/24,9:26:58,ABC,5
22/04/24,9:26:59,ABC,25
22/04/24,9:27:00,ABC,0
22/04/24,9:27:01,ABC,200
22/04/24,9:27:02,ABC,0
22/04/24,9:27:03,ABC,30
22/04/24,9:27:04,ABC,319
22/04/24,9:27:05,ABC,9
22/04/24,9:27:06,ABC,6
22/04/24,9:27:07,ABC,300
22/04/24,9:27:08,ABC,5569
22/04/24,9:27:09,ABC,28
22/04/24,9:27:10,ABC,105
22/04/24,9:27:11,ABC,200
22/04/24,9:27:12,ABC,89
22/04/24,9:27:13,ABC,91
22/04/24,9:27:14,ABC,85
22/04/24,9:27:15,ABC,61
22/04/24,9:27:16,ABC,127
22/04/24,9:27:17,ABC,478
22/04/24,9:27:18,ABC,2450
22/04/24,9:27:19,ABC,2
22/04/24,9:27:20,ABC,2322
22/04/24,9:27:21,ABC,2239
22/04/24,9:27:22,ABC,103
22/04/24,9:27:23,ABC,2005
22/04/24,9:27:24,ABC,2
22/04/24,9:27:25,ABC,2158
22/04/24,9:27:26,ABC,208
22/04/24,9:27:27,ABC,0
22/04/24,9:27:28,ABC,218
22/04/24,9:27:29,ABC,1360
22/04/24,9:27:30,ABC,3100
22/04/24,9:27:31,ABC,688
22/04/24,9:27:32,ABC,0
22/04/24,9:27:33,ABC,340
22/04/24,9:27:34,ABC,1635
22/04/24,9:27:35,ABC,193
22/04/24,9:27:36,ABC,101
22/04/24,9:27:37,ABC,579
22/04/24,9:27:38,ABC,561
22/04/24,9:27:39,ABC,111
22/04/24,9:27:40,ABC,77
22/04/24,9:27:41,ABC,0
22/04/24,9:27:42,ABC,2173
22/04/24,9:27:43,ABC,1194
22/04/24,9:27:44,ABC,118
22/04/24,9:27:45,ABC,279
22/04/24,9:27:46,ABC,80
22/04/24,9:27:47,ABC,622
22/04/24,9:27:48,ABC,125
22/04/24,9:27:49,ABC,245
22/04/24,9:27:50,ABC,703
22/04/24,9:27:51,ABC,723
22/04/24,9:27:52,ABC,0
22/04/24,9:27:53,ABC,96
